exam,knowledge
为了测量池塘两端的A、B两点的距离，佳佳沿着与直线AB平行的道路EF行走，当行走到点C处，测得∠ACF＝30°，再向前行走80米到点D处，测得∠BDF＝60°．若直线AB与EF之间的距离为30米，求A、B两点的距离．,280
如图，直线a∥b∥c，AB⊥a，AB⊥b，a与b的距离是5cm，b与c的距离是2cm，求a与c的距离．,280
如图平面直角坐标系中，函数图象的表达式应是（　　）A．yx2B．yx2C．yx2D．yx2,233
已知y＝﹣2x2+bx+c的图象经过点A（0，2）和B（﹣1，﹣4）．（1）求此函数的解析式；并运用配方法，将此抛物线解析式化为y＝a（x+m）2+k的形式；（2）写出该抛物线顶点C的坐标，并求出△CAO的面积．,234;233
在平面直角坐标系中，如果点M的横坐标与纵坐标相等，则称点M为和谐点，比如：点M（﹣1，﹣1）、M（2，2）、M（3，3）…，都是和谐点，若二次函数y＝ax2+7x+c（a≠0）的图象上有且只有一个和谐点M（1，1），则这个二次函数的解析式为（　　）A．y＝﹣5x2+7x﹣1B．y＝﹣x2+7x﹣5C．y＝﹣2x2+7x﹣4D．y＝﹣3x2+7x﹣3,233;180;230
一个二次函数图象的顶点坐标是（2，4），且过另一点（0，﹣4），则这个二次函数的解析式为（　　）A．y＝﹣2（x+2）2+4B．y＝2（x+2）2﹣4C．y＝﹣2（x﹣2）2+4D．y＝2（x﹣2）2﹣4,233;228;230
抛物线y＝ax2经过点（2，8），那么a＝　2　．,233
写出一个经过原点的抛物线解析式为　y＝x2　．,233
已知二次函数的图象以A（﹣1，4）为顶点，且过点B（2，﹣5）．①求该函数的关系式；②若点C（，m），点D（n，3）在该函数图象上，求m和n的值．,233;227;228;230
把y＝（2﹣3x）（6+x）变成y＝ax2+bx+c的形式，二次项　﹣3x2　，一次项系数为　﹣16　，常数项为　12　．,234
把二次函数y＝﹣x2﹣4x﹣3化成y＝a（x﹣h）2+k的形式是　y＝﹣（x+2）2+1　．,234
把二次函数的表达式y＝x2﹣4x+6化为y＝a（x﹣h）2+k的形式，那么h+k的值．,234
若把二次函数y＝x2﹣2x+3化为y＝（x﹣m）2+k的形式，其中m，k为常数，则m+k＝　3　．,234
已知二次函数y＝x2+4x．（1）用配方法把它变成y＝a（x﹣h）2+k的形式，（2）在给定的平面直角坐标系中，画出这个函数的图象；x…　﹣5　　﹣4　　﹣2　　0　　1　…y…　5　　0　　﹣4　　0　　5　…（3）若将此图象沿x轴向右平移3个单位，再沿y轴向下平移1个单位，请直接写出平移后图象所对应的函数关系式　y＝x2﹣2x﹣4　．,234;231
将y＝x2﹣2x﹣1配方后得到的结果是（　　）A．y＝（x﹣1）2﹣1B．y＝（x﹣1）2﹣2C．y＝﹣（x﹣1）2+1D．y＝（x﹣1）2+2,234
反比例函数y经过点（﹣1，﹣4），则反比例函数的解析式为（　　）A．y＝﹣4xB．yC．yD．y＝4x,220;219
如图，某反比例函数的图象过点M，则此反比例函数表达式为（　　）A．B．C．y＝﹣2xD．,220;219
如图，点A（1，6）和点B在反比例函数y（x＞0）的图象上，AD⊥x轴于点D，BC⊥x轴于点C，BE⊥y轴于点E，交AD于点F．（1）求反比例函数的解析式；（2）若DC＝5，求四边形DFBC的面积．,220;218;219
如图，菱形ABCD的顶点C，D分别在x轴，y轴上，BD∥x轴，反比例函数y（x＜0）的图象过菱形的对称中心E，若菱形的面积为8，则该反比例函数的解析式为（　　）A．yB．yC．yD．y,220;324;406;218;219
已知反比例函数的图象经过点（﹣3，2），那么这个反比例函数的解析式是（　　）A．yB．yC．yD．y,220;219
已知点A（﹣1，2）是某反比例函数图象上的一点，则该反比例函数解析式是（　　）A．y＝﹣2xB．yC．yD．yx,220;219
如图，直线y＝﹣x+2分别与x轴、y轴交于A，B两点，与反比例函数的一个分支相交，其中有一交点为D，过点D作矩形OCDE，（点C，E分别在x，y轴上）．若△ACD与△BED的面积和为，则k为（　　）A．B．C．D．,221
一次函数y1＝kx+b的图象与反比例函数y2的图象相交于A，B两点，点A的坐标是（1，6），点B的纵坐标是﹣?（1）求一次函数和反比例函数的解析式；（2）C为x轴正半轴上一点，连接AC，BC．若△ABC的面积是16，求点C的坐标．,221
如图，直线y＝﹣x+b与反比例函数的图象相交于A（1，4），B（4，n）两点，连接OA和OB．（1）求k和b的值；（2）根据图象直接写出的解集；（3）求△AOB的面积．,221
如图，一次函数y1＝k1x+b与反比例函数的图象交于A（2，8），B（a，2）两点，点P是线段AB上一动点，过点P作PC⊥x轴于点C，连接PO．（1）求反比例函数及一次函数的表达式；（2）△POC的面积是否存在最大值？若存在，请求出最大值；若不存在，请说明理由．?,221
一次函数y1＝k1x+b和反比例函数y2（k1?k2≠0）的图象如图所示，若y1＞y2，则x的取值范围是（　　）A．x＜﹣2或x＞1B．x＜﹣2或0＜x＜1C．﹣2＜x＜0或0＜x＜﹣2D．﹣2＜x＜0或x＞2,221
如图，一次函数y＝kx+b的图象分别交x轴、y轴于C，D两点，交反比例函数y图象于A（m，4），B（3，2）两点．（1）求直线CD的表达式；（2）点E是线段OD上一点，若S△AEB，求E点的坐标；（3）请你根据图象直接写出不等式kx+b的解集．,221
若一个正比例函数的图象经过A（m，6），B（5，n）两点，则m，n一定满足的关系式为（　　）A．mn＝30B．C．m+n＝11D．m﹣n＝1,205;202
已知y＝y1+y2，其中y1与x成正比例，y2与x﹣2成反比例．当x＝﹣1时，y＝2，当x＝3时，y＝﹣（1）求y与x的函数表达式；（2）当y＝7时，求自变量x的值．,205;199;204
若正比例函数y＝kx（k≠0）的图象经过点（6，﹣2），则该正比例函数的表达式为（　　）A．y＝±3xB．y＝﹣3xC．yxD．yx,205;202
若正比例函数的图象经过点（1，3），则它的解析式是　y＝3x　．,205;202
已知y＝y1+y2，其中y1与x成正比例，y2与x﹣2成正比例，当x＝﹣1时，y＝2；当x＝2时，y＝4，求y与x的函数关系式．,205;204
已知正比例函数的图象经过点P（a，3a）（其中a为常数，a≠0），则该正比例函数解析式为　y＝3x　．,205;202
某数学兴趣小组遇到这样一个问题：探究函数y的图象与性质．组员小东根据学习函数的经验，对函数y的图象与性质进行了探究，并尝试解决了相关问题．下面是小东的探究过程，请补充完成：（1）化简函数关系式，①当x≥2时，y＝　x　，②当x＜2时y＝　2　；（2）根据（1）中的结果，请在如图所给坐标系中画出函数y的图象；（3）结合画出的函数图象，解决问题：若关于x的方程ax+1只有一个实数解，则实数a的取值范围是　或a≥1或a＜0　．,206;199
已知一次函数yx+（1）求该直线与坐标轴的交点坐标；（2）画出一次函数的图象；（3）由图可知，若方程x+2＝0，则方程的解为　x＝4　．,206;199
一次函数y＝kx+b的图象如图所示，观察图象可得到关于x的方程kx+b＝5的解是　x＝4　．,206
如图是一次函数y1＝kx+b与y2＝x+a的图象，则下列结论中错误的是（　　）A．k＜0B．a＞0C．b＞0D．方程kx+b＝x+a的解是x＝3,206;201
已知方程kx+b＝0的解是x，则函数y＝kx+b的图象可能是（　　）A．B．C．D．,206
如图，直线y＝kx+b（k≠0）与x轴交于点（﹣5，0），下列说法正确的是（　　）A．k＞0，b＜0B．直线y＝bx+k经过第四象限C．关于x的方程kx+b＝0的解为x＝﹣5D．若（x1，y1），（x2，y2）是直线y＝kx+b上的两点，若x1＜x2，则y1＞y2,206;201
用一个平面去截一个几何体，如果截面的形状是圆，则原来的几何体可能是（　　）A．三棱柱B．球C．四棱锥D．五棱柱,251
用一个平面去截一个三棱柱，所得截面的边数最少是a条，最多是b条，下列的选项中正确的是（　　）A．a＝3，b＝6B．a＝2，b＝5C．a＝4，b＝6D．a＝3，b＝5,251
用一个平面截长方体，截面可能是下列图形中的（　　）①三角形；②正方形；③长方形；④梯形；⑤圆．A．②③④B．①②③④C．②③⑤D．③④,251
课堂上老师问：用一个平面去截一个圆柱，截面会是什么样的？小明回答：像妈妈切火腿肠一样，截面是圆或椭圆；小华回答：像木匠师傅用电锯剖开圆木那样，截面是一个长方形或正方形．如果你也参加讨论，你认为这两位同学回答得正确吗？谈谈你的看法．,251
把一根长6分米的圆柱形钢材沿横截面截成3段，表面积增加了56平方分米．原来这根钢材的体积是多少？,251;1035;1036;246
用一个平面去截一个正方体，截面形状不可能为（　　）A．B．C．D．,251
如图，平面上有三个点A，B，C．（1）根据下列语句画图：作出射线AC，CB，直线AB；在射线CB上取一点D（不与点C重合），使BD＝BC；（2）在（1）的条件下，回答问题：①用适当的语句表述点D与直线AB的关系：　点D在直线AB外　；②若BD＝3，则CD＝　6　．,252
观察图形，下列说法正确的个数是（　　）（1）直线BA和直线AB是同一条直线（2）射线AC和射线AD是同一条射线（3）AB+BD＞AD（4）线段AD和线段DA是同一条线段A．1个B．2个C．3个D．4个,252
如图，在平面内有A，B，C三点．（1）画直线AB，射线AC，线段BC；（2）在线段BC上任取一点E（不同于B，C），数一数，此时图中共有多少条线段？,252
下面图形中共有线段（　　）条．A．7B．8C．9D．10,252
如图所示，由泰山始发终点至青岛的某一次列车，运行途中停靠的车站依次是：泰山——济南——淄博——潍坊——青岛，那么要为这次列车制作的单程火车票（　　）种．A．5B．10C．15D．20,252
如图，平面上有A、B、C、D，4个点，根据下列语句画图．（1）画线段AC、BD交于点F；（2）连接AD，并将其反向延长；（3）取一点P，使点P既在直线AB上又在直线CD上．,252
已知抛物线y＝x2﹣（m﹣3）x﹣m．求证：无论m为何值时，抛物线与x轴总有两个交点．,235
在求解方程ax2+bx+c＝0（a≠0）时，先在平面直角坐标系中画出函数y＝ax2+bx+c的图象，观察图象与x轴的两个交点，这两个交点的横坐标可以看作是方程的近似解，分析图中的信息，方程的近似解是（　　）A．x1＝﹣3，x2＝2B．x1＝﹣3，x2＝3C．x1＝﹣2，x2＝2D．x1＝﹣2，x2＝3,236;235
已知抛物线y＝ax2+bx+c的对称轴是直线x＝1，x与y的部分对应值如表：x﹣20tym﹣1n当m＞3时，有下列5个结论：①b＜0；②ab；③若t＞4，则m＜n；④抛物线y＝ax2+bx+c+1与x轴的交点横坐标分别为0和﹣2；⑤关于x的方程ax2+bx+c＝0的正实数根在2与3之间．其中一定正确的结论有（　　）A．2个B．3个C．4个D．5个,236;147;148;229;235
已知二次函数y＝ax2﹣4ax+8（a≠0）的图象与x轴交于A，B两点．若AB＝6，则a＝　　．,235;228
如图，在平面直角坐标系xOy中，抛物线y＝ax2+2x+c的部分图象经过点A（0，﹣3），B（1，0）．（1）求该抛物线的解析式；（2）结合函数图象，直接写出y＜0时，x的取值范围；（3）将该抛物线向上平移　4　个单位后，所得抛物线与x轴只有一个公共点．,235;228;230;231;233
抛物线y＝ax2+bx+c的函数图象如图所示，写出y＜0时x的取值范围　﹣1＜x＜3　．,235;228
已知二次函数y＝x2+bx+1的图象与x轴只有一个交点，则b＝　±2　．,235
已知二次函数y＝ax2+bx+c中的x和y满足如表：x…﹣2﹣1012…y…1510767…根据表中信息推断，方程ax2+bx+c＝10的根为　﹣1或3　．,235;230
我们在求方程x2+2x﹣6＝0的近似根时，可以将原方程变形为x2+3＝x，然后在同一平面直角坐标系中画出函数yx2+3和y＝x的图象，发现﹣4＜x1＜﹣3，1＜x2＜请你利用上述知识判断方程x3﹣6x+12＝0在实数范围内有几个解？,236
利用二次函数图象求一元二次方程﹣x2+2x﹣3＝﹣8的近似解．,236
用图象法求下列方程的近似解：（精确到1）（1）x2﹣x﹣1＝0；（2）x2＝3x﹣,236
已知二次函数y＝x2﹣2x﹣3（1）请你把已知的二次函数化成y＝（x﹣h）2+k的形式：　y＝（x﹣1）2﹣4　，并在平面直角坐标系中画出它的图象；（2）如果A（x1，y1）、B（x2，y2）是（1）中图象上的两点，且x1＜x2＜1，请直接写出yy2的大小关系为　y1＞y2　；（3）利用（1）中的图象表示出方程x2﹣2x﹣1＝0的根m，n（m＜n，画在（1）的图象所在坐标系中即可，要求保留画图痕迹；（4）观察（1）中的图象知，当x＞0时，y的取值范围是　y≥﹣4　．,236;228;234;235
已知二次函数y＝ax2+bx+c中y与x的部分对应值如表：x…﹣2﹣1012…y…﹣1232﹣1…关于此函数的图象和性质有如下判断：①抛物线开口向下．②当x＞0时，函数图象从左到右上升．③方程ax2+bx+c＝0的一个根在﹣2与﹣1之间．其中正确的是（　　）A．①②B．①③C．②③D．①②③,236;147;148;228;235
利用函数图象判断方程2x2﹣3x﹣4＝0有没有解．若有解，求出它的近似解（精确到1）．,236
整体思想就是通过研究问题的整体形式从而对问题进行整体处理的解题方法．如此题设“a，b”得方程解得∴利用整体思想解决问题：采采家准备装修一厨房，若甲，乙两个装修公司，合做需6周完成，甲公司单独做4周后，剩下的由乙公司来做，还需9周才能完成，求甲、乙公司单独完成装修任务各需多少周？,158
用换元法解方程时，如果设，那么原方程可化为关于y的整式方程，它可以是　y2﹣3y﹣2＝0　．,158
（1）解不等式：3x﹣2＞x+4；（2）解方程：,158;168
用换元法解方程时，可设，则原方程化为关于y的整式方程为　y2+y﹣6＝0　．,158
用换元法解方程时，如果设，那么原方程可化为关于y的方程是（　　）A．y2+3y﹣1＝0B．y2﹣3y﹣1＝0C．y2﹣3y+1＝0D．y2+3y+1＝0,158
用换元法解分式方程：．,158
关于x的分式方程（1）若方程的增根为x＝3，求a的值；（2）若方程无解，求a的值．,159
若分式方程3有增根，则a的值是（　　）A．1B．0C．﹣1D．﹣2,159
解方程：．,159
关于y的方程：1有增根，求m的值．,159
王涵想复习分式方程，由于印刷问题，有一个数“？”看不清楚：（1）她把这个数“？”猜成﹣2，请你帮王涵解这个分式方程；（2）王涵的妈妈说：“我看到标准答案是：x＝3是方程的增根，原分式方程无解”，请你求出原分式方程中“？”代表的数是多少？,159
若关于x的分式方程有增根，则常数m的值是（　　）A．3B．5C．﹣3D．﹣5,159
分解因式：（1）x2﹣8x+16；（2）4x3﹣16xy,77
已知甲、乙、丙均为含x的整式，且其一次项的系数皆为正整数．若甲与乙相乘的积为x2﹣4，乙与丙相乘的积为x2﹣2x，则甲与丙相乘的积为（　　）A．2x+2B．x2+2xC．2x﹣2D．x2﹣2x,77
下列分解因式正确的是（　　）A．x3﹣x＝x（x﹣1）2B．x2+y2＝（x+y）（x﹣y）C．﹣x2﹣y2＝﹣（x﹣y）（x+y）D．4x2﹣4x+1＝（2x﹣1）2,77
因式分解：（1）x3y﹣xy3；（2）8a2﹣16ab+8b,77
若20222023﹣20222021＝2023×2022n×2021，则n的值是（　　）A．2021B．2022C．2023D．2024,77
（1）分解因式：3x2﹣12x+12；（2）解不等式组，并将解集表示在所给的数轴上．,77;166;922
分解因式：2x2﹣8＝　2（x﹣2）（x+2）　．,77
因式分解x4+4＝　（x2+2+2x）（x2+2﹣2x）　．,78
用分组分解法将x2﹣xy+2y﹣2x分解因式，下列分组不恰当的是（　　）A．（x2﹣2x）+（2y﹣xy）B．（x2﹣xy）+（2y﹣2x）C．（x2+2y）+（﹣xy﹣2x）D．（x2﹣2x）﹣（xy﹣2y）,78
分解因式：a2+ax﹣b2+bx＝　（a+b）（a﹣b+x）　．,78
把多项式1+a+b+ab分解因式的结果是（　　）A．（a﹣1）（b﹣1）B．（a+1）（b+1）C．（a+1）（b﹣1）D．（a﹣1）（b+1）,78
下列去括号或添括号的变形中，正确的一项是（　　）A．2a﹣（3b+c）＝2a﹣3b+cB．3a+2（2b﹣1）＝3a+4b﹣1C．a+2b﹣4c＝a+（2b﹣4c）D．m﹣n+b﹣a＝m（n+b﹣a）,78;49
下列分解因式错误的是（　　）A．15a2+5a＝5a（3a+1）B．﹣x2+y2＝（y+x）（y﹣x）C．ax+x+ay+y＝（a+1）（x+y）D．﹣a2﹣4ax+4x2＝﹣a（a+4x）+4x2,78;77
如图一根木棒放在数轴上，木棒的左端与数轴上的点A重合，右端与点B重合．（1）若将木棒沿数轴向右水平移动，则当它的左端移动到B点时，它的右端在数轴上所对应的数为24；若将木棒沿数轴向左水平移动，则当它的右端移动到A点时，则它的左端在数轴上所对应的数为6（单位：cm），由此可得到木棒长为　6　cm．（2）图中A点表示的数是　12　，B点表示的数是　18　．（3）由题（1）（2）的启发，请你能借助“数轴”这个工具帮助小红解决下列问题：问题：一天，小红去问曾当过数学老师现在退休在家的爷爷的年龄，爷爷说：“我若是你现在这么大，你还要38年才出生；你若是我现在这么大，我已经118岁，是老寿星了，哈哈！”，请求出爷爷现在多少岁了？,991
对于数轴上的线段AB与不在线段AB上的点P，给出如下定义：若点P与线段AB上的一点的距离等于a（a＞0），则称点P为线段AB的“a距点”．已知：数轴上点A，B两点表示的数分别是m，m+（1）当m＝1时，在﹣2，﹣1，5三个数中，　﹣1　是线段AB的“2距点”所表示的数；（2）若数轴上的点P为线段AB的“a距点”，则a的最大值与最小值的差为　1　；（3）若数轴上﹣2所对应的点是线段AB的“a距点”，且a的最大值与最小值的比为2：1，求m的值．,991
如图，把一个三角形纸板的一边紧靠数轴平移，点M平移的距离MM′为（　　）A．4B．5C．6D．7,991
数轴上一个点到原点的距离为6，则这个点表示的数为　﹣6或6　．,991
如图，点O，A，B，C在数轴上的位置如图所示，O为原点，AC＝2，OA＝OB，若点C所表示的数为a，则点B所表示的数为（　　）A．﹣a+2B．﹣a﹣2C．a+2D．a﹣2,991
如图所示，在数轴上点A所表示的数为a，则a的值为　　．,991
﹣3的相反数等于　3　．,6
有理数﹣6的相反数是　6　．,6
a的相反数是2b+1，b的相反数是3，求a2+b2的值．,6
已知两个方程3x+2＝﹣4与3y﹣3＝2m﹣1的解x、y互为相反数，求m的值．,6
已知a、b互为相反数，则　　．,6
﹣2的相反数是　2　．,6
﹣3的相反数是（　　）A．3B．0C．D．﹣3,6
在数学课堂上，王老师制作了一个闯关游戏，每个人先抽取一张有确定代数式的卡片，然后点击按钮，虚线框中会自动跳出4张卡片，如果跳出的是白色卡片，便用手中卡片上的代数式减去白色卡片上的代数式；若跳出的是灰色卡片，便加上上面的代数式，从左到右依次进行计算，直到算出最后的结果，结果正确则为闯关成功．图1（第一行）和图2（第二行）分别是小红和小明抽取的代数式和点击按钮跳出的4张卡片，两位同学根据游戏规则得出的答案分别是x3y2；和10x2﹣x，请判断这两位同学是否闯关成功．,56
若a﹣b＝1，c+d＝﹣2，则（a+c）﹣（b﹣d）的值是　﹣1　．,56;46
下列各式中运算正确的是（　　）A．﹣a2b+b2a＝0B．x2+2x2＝3x4C．3（a+b）＝3a+bD．2a2﹣3a2＝﹣a2,56
化简：﹣2（x+3）+3（2﹣x）＝　﹣5x　．,56
若a﹣b＝8，b﹣c＝3，则a﹣c的结果是（　　）A．5B．8C．11D．无法确定,56
三角形的一边长为2a+b，第二边比第一边长a+2b，第三边长为3a+3b．（1）用代数式表示三角形的周长；（2）当a＝3，b＝2时，求三角形的周长．,56;45
已知xy+3x+5的值是7，则式子2（xy+3x）﹣5（xy+3x）+2的值是（　　）A．0B．﹣2C．﹣4D．﹣6,57
已知单项式3xa﹣1y2与﹣2xy﹣3b﹣1是同类项．（1）填空：a＝　2　，b＝　﹣1　；（2）在（1）的条件下，先化简，再求值：5（a2+b）﹣2（b+2a2）+2b．,57
已知A＝2x2+ax﹣7，B＝bx2x．当A﹣2B的值与x无关时，a+b＝　﹣2　．,57
若k为正整数，则（　　）A．2kkB．k2+kC．k2kD．k,57
先化简下式，再求值：2a2b+3ab2﹣2（a2b+ab2）+ab2，其中a，b＝﹣,57
先化简，再求值：2（4a2﹣a）﹣（3a2﹣2a+5），其中，a＝﹣,57
计算：（1）；（2）4（x﹣2）2﹣（2x+3）（2x﹣3）﹣（x+2）（x﹣3）；（3）（3a+b﹣2）（3a﹣b+2）；（4）282﹣28×56+利用公式简便运算．,70
设a，b是实数，定义*的一种运算如下：a*b＝（a+b）2，则下列结论：①a*b＝0，则a＝﹣b；②a*b＝b*a；③a*（b+c）＝a*b+a*c；④a*b＝（﹣a）*（﹣b），正确的有　①②④　．,70;41
下列各式，计算正确的是（　　）A．﹣（ab2）2＝a4b8B．a3?a3?a3＝3a3C．（﹣x+y）2＝x2﹣2xy+y2D．（x+2y）（x﹣2y）＝x2﹣2y2,70
计算：﹣3x2?2y+（2xy2）3÷（﹣2xy5）．,70;56;631;61;69
下列计算正确的是（　　）A．a+2a＝3a2B．（a+2）2＝a2+4C．（﹣4a3）2＝﹣16a5D．3a2b÷ab＝3a,70
如果表示﹣4xyz，表示2abcd，则＝　﹣16m4n3　．,70
已知5m2+4m﹣1＝0，则代数式（2m+1）2+（m+3）（m﹣3）的值为　﹣7　．,71
我们知道，同底数幂的乘法法则为am?an＝am+n（其中a≠0，m、n为正整数），类似地我们规定关于任意正整数m、n的一种新运算：h（m+n）＝h（m）?h（n）；比如h（2）＝3，则h（4）＝h（2+2）＝3×3＝9，若h（2）＝k（k≠0），那么h（2n）?h（2020）的结果是（　　）A．2k+2020B．2k+1010C．kn+1010D．1022k,71
（1）先化简，再求值：（x+3y）2﹣（x+3y）（x﹣3y），其中x＝3，y＝﹣（2）已知：a2+b2＝3，a+b＝求：①ab的值；②（a﹣b）2的值．,71
已知：x+y＝5，xy＝6，则（x﹣4）（y﹣4）的值是（　　）A．﹣11B．﹣3C．2D．13,71
先化简，再求值：[（3a﹣2）2﹣4]÷3a，其中a＝﹣,71
如果m2+m＝3，那么代数式m（m﹣2）+（m+2）2的值为（　　）A．14B．10C．7D．6,71
如图，点A在点B的____方向，点B在点A的____方向．（　　）A．北偏西55°，南偏东55°B．南偏东55°，北偏西55°C．北偏西35°，南偏东35°D．北偏西35°，南偏东55°,259
如图，射线OA是北偏西40°50′方向，射线OB是西南方向，则∠AOB的度数为　94°10′　．,260;259
如图所示，一幅地图上有A，B，C三地，地图被墨迹污染，C地具体位置看不清楚了，但知道C地在A地的北偏东30°方向，在B地的南偏东45°方向，你能确定C地位置吗？,259
如图，某海域有三个小岛A，B，O，在小岛O处观测到小岛A在它北偏东60°的方向上，观测到小岛B在它南偏东40°的方向上，则∠AOB的度数大小是　80°　．,259
如图，某轮船上午8时在A处，测得灯塔S在北偏东60°的方向上，向东行驶至中午12时，该轮船在B处，测得灯塔S在北偏西30°的方向上（自己完成图形），已知轮船行驶速度为每小时20千米，求∠ASB的度数及AB的长．,259
如图，在A处观测到C处的方位角是北偏东　60°　．,259
如图，一艘渔船在B处测得灯塔A在北偏东60°的方向，另一艘货轮在C处测得灯塔A在北偏东40°的方向，那么在灯塔A处观看B和C时的视角∠BAC是多少度？,259
下列关系式正确的是（　　）A．5°＝45°5′B．5°＝45°50′C．5°＜45°5′D．5°＞45°5′,260
下列度、分、秒运算中，正确的是（　　）A．48°39'+67°31'＝115°10'B．90°﹣70°39'＝20°21'C．45°＝86'D．1800″＝5°,260
计算：（1）78°6'﹣25°17'24″．（2）．,260;12;16;96;97
把32°用度、分、秒表示正确的是（　　）A．8°3′2″B．8°30′20″C．8°18′12″D．8°19′12″,260
计算：（1）33°16′28″+24°46′37″；（2）24°31′×4﹣62°10′．,260
计算题（1）12﹣（﹣18）+（﹣7）+（﹣12）；（2）；（3）；（4）64°15'÷5+12°25'×,260;18
一件衣服打八折后，售价为88元，设原价为x元，可列方程为　8x＝88　．,113
已知式子：①3﹣4＝﹣1；②2x﹣5y；③1+2x＝0；④6x+4y＝2；⑤3x2﹣2x+1＝0，其中是等式的有　①③④⑤　，是方程的有　③④⑤　．,113
判断下列各式是不是方程，如果是，指出未知数；如果不是，说明理由．（1）3+5x﹣4x2；（2）2x﹣y＝1；（3）1；（4）3x﹣11＞,113
在初中数学中，我们学习了各种各样的方程．以下给出了6个方程，请你把属于一元方程的序号填入圆圈（1）中，属于一次方程的序号填入圆圈（2）中，既属于一元方程又属于一次方程的序号填入两个圆圈的公共部分．①3x+5＝9：②x2+4x+4＝0；③2x+3y＝5：④x2+y＝0；⑤x﹣y+z＝8：⑥xy＝﹣,113
小明今年12岁，他爸爸今年36岁，几年后爸爸的年龄是小明年龄的2倍？（列方程并估计问题的解）,113
下列四个式子中，是方程的是（　　）A．1+2+3+4＝10B．2x﹣3C．x＝1D．2x﹣3＞0,113
下列方程的解为x＝2是（　　）A．2x＝6B．（x﹣3）（x﹣2）＝0C．x2＝3D．3x＝6,114
如果x＝﹣2是方程2x+m﹣4＝0的解，那么m的值为（　　）A．﹣8B．0C．2D．8,114
阅读下列两则材料：材料1君君同学在研究数学问题时遇到一个定义：对于按固定顺序排列的k个数：x1，x2，x3，…，xk，称为数列Ak：x1，x2，x3，…，xk，其中k为整数且k≥定义：V（Ak）＝|x1﹣x+|x2﹣x+…+|xk﹣1﹣xk|．例如数列A5：1，2，3，4，5，则V（A5）＝|1﹣+|2﹣+|3﹣+|4﹣＝材料2有理数a，b在数轴上对应的两点A，B之间的距离是|a﹣b|；反之，|a﹣b|表示有理数a，b在数轴上对应点A，B之间的距离，我们称之为绝对值的几何意义．君君同学在解方程|x﹣+|x+＝5时，利用绝对值的几何意义分析得到，该方程的左式表示在数轴上x对应点到1和﹣2对应点的距离之和，而当﹣2≤x≤1时，取到它的最小值3，即为1和﹣2对应点之间的距离．由方程右式的值为5可知，满足方程的x对应点在1的右边或﹣2的左边，若x的对应点在1的右边，利用数轴分析可以得到x＝2；同理，若x的对应点在﹣2的左边，可得x＝﹣3；故原方程的解是x＝2或x＝﹣根据以上材料，回答下列问题：（1）已知数列A4：x1，x2，x3，x4其中x1，x2，x3，x4为4个整数，且x1＝3，x4＝5，V（A4）＝4，请直接写出一种可能的数列A（2）已知数列A4：3，a，3，a+1，若V（A4）＝3，则a的值为　或　．（3）已知数列A5：x1，x2，x3，x4，x5，5个数均为非负整数，且x1+x2+x3+x4+x5＝a（a≥1），求V（A5）的最小值．,114;991;523;50
已知3是关于x的方程5x﹣a＝3的解，则a的值是（　　）A．﹣14B．12C．14D．﹣13,114
解方程就是求　方程中的所有未知数的值　的过程叫做解方程．,114
若x是方程mx﹣1＝2+m的解，则m＝　﹣6　．,114
下列方程的根是x＝1的是（　　）A．B．C．﹣5x＝5D．2（x+1）＝0,114
方程2x的解是　x＝1　．,538
解方程：,538
关于x的方程0的解是　x＝2　．,538
解方程：x．,538
下列方程中有实数解的方程是（　　）A．B．2C．x3+1＝0D．x2+x+1＝0,538;156;147
使等式?成立的实数x的取值范围是x≥2，则关于y的一元一次方程myn﹣2+1＝n的解为　y＝1　．,538;101;116
在下列关于x的方程中分式方程的个数有（　　）①x2x+4＝0；②4；③5；④1；⑤6；⑥x+A．2个B．3个C．4个D．5个,155
下列式子中是分式方程的是（　　）A．B．C．1D．x,155
请写出一个未知数是x的分式方程，并且当x＝1时没有意义　　．,155
下列关于x的方程中，是分式方程的是（　　）A．B．C．D．,155
已知下列关于x、y的方程，说法正确的是（　　）A．2x5+b＝0是二项方程B．是分式方程C．2x+5＝x是无理方程D．是二元二次方程组,538;155;537
在方程，10，1，1中，分式方程有　3　个．,155
在下列方程：①、②、③、④、⑤中，分式方程的个数有　3　．,155
下列二次根式是最简二次根式的是（　　）A．B．C．D．,103
如果是最简二次根式，则x的值可能是　2（答案不唯一）　.（填一个正确的即可）,103;101
中是最简二次根式的是　　．,103;33
二次根式化成最简二次根式是　2　．,103
下列根式中是最简二次根式的是（　　）A．B．C．D．,103
把下列二次根式化成最简二次根式：（1）；（2）；（3）；（4）．,103
下列各式中，正确的是（　　）A．±±3B．（）2＝9C．3D．2,104;30;102
阅读下面的解题过程，解答后面的问题．化简：．解：由隐含条件1﹣3x≥0，得，∴1﹣x＞∴原式＝1﹣3x﹣（1﹣x）＝1﹣3x﹣1+x＝﹣2x．依照上面的解法，解答下列问题．（1）化简：；（2）已知实数a，b在数轴上的对应点如图所示，试化简：．,104;164;38;102
下列式子中成立的是（　　）A．B．C．D．,104;102
下列运算中，正确的是（　　）A．2B．±5C．55D．,104
（1）计算：　6　，　6　；　20　，　20　；（2）请根据（1）中的规律进行计算：①；②；（3）已知，，用含a，b的式子表示．,104
计算：．,104;102
