exam,knowledge
实验课上，某小组同学用生石灰进行“化学反应中能量的变化”实验时发现：向生石灰中加入适量水后没有明显的温度变化。为确定其原因，进行了如下实验探究。【提出问题】生石灰是否变质？其成分是什么？【查阅资料】氢氧化钙溶解过程中无明显温度变化，与盐酸反应无气体生成。【猜想与假设】同学们认为生石灰样品已经变质，并对其成分作出了如下4种猜想。猜想所含成分1CaO和Ca（OH）22CaO和CaCO334CaO、Ca（OH）2和CaCO3【进行实验】同学们将少量样品研碎后，按如图所示过程进行实验。（1）在溶解过程中用温度计测量液体的温度，发现温度计示数升高，说明样品中应该含有　CaO　。结论：猜想3不成立。（2）如果试剂a是稀盐酸，b处的现象为　产生气泡　则说明B中一定含有碳酸钙。用化学方程式表示生成该物质的反应：　Ca（OH）2+CO2═CaCO3↓+H2O　结论：①块状生石灰表面发生变质；②猜想　1　不成立。（3）为验证滤液C的成分，进行后续实验。实验操作实验现象实验结论取适量滤液C于试管中，向其中通入适量二氧化碳，观察　滤液变浑浊　①滤液中溶质为氢氧化钙②猜想4成立，猜想2不成立【反思与评价】①上述实验过程能否得出猜想4成立、猜想2不成立的结论，理由是　不能，因为氧化钙能和水反应生成氢氧化钙　。②愉快的探究活动结束了，除以上猜想及实验，你还想对样品的成分进行哪些方面的探究？　样品中是否含有氢氧化钙　。,13;163;174;156;215
水的用途广泛，实验室常常需要用到水．请分析下图并回答有关问题：（1）制取蒸馏水时，烧杯内水的作用是　使水蒸气冷凝为液态水　；烧瓶中碎瓷片的作用是　防止加热时出现暴沸　．（2）铁丝在氧气中燃烧，集气瓶内盛水，水的作用是　防止高温生成物溅落炸裂瓶底　．（3）在测定空气中氧气含量的实验中量筒里水的作用是　通过水体积的变化得出氧气体积　；实验过程中发现测定结果明显小于，可能原因是　装置漏气或红磷量不足或未等冷却至室温，过早打开止水夹等　．（4）电解水实验中a管中生成的气体是　氧气　，该实验结论是　水是由氢元素和氧元素组成的；在化学变化中，分子可分，原子不可再分等．　．（5）用排水法收集气体时，一方面能观察到气体是否集满，另一方面可以　排净瓶内的空气　．,49;73;79;104;56
如图所示，实验I是制备蒸馏水的装置，实验Il是电解水的装置．①实验Ⅰ中水从A经B转移到C的过程中，水分子的组成没有发生变化，发生变化的是水分子的　间隔　．试管中物质属于　纯净物　（填“混合物”式“纯净物”）②实验Ⅱ中反应的化学方程式为　2H2O2H2↑+O2↑　．反应基本类型为　分解反应　．B试管中产生的气体可以使带火星的木条复燃，则A试管与电源的　负　极（填“正”或“负”）相连，当B中气体的体积为10mL时，A中气体体积为　20mL　．,49;104;305;208;215
规范的实验操作是实验成功的前提，请回答：（1）从广口瓶中取出块状固体药品一般要用　镊子　；（2）量取18mL水，应选用　20　mL（填10或20或50或100）的量筒；（3）用酒精灯给物质加热时，要用酒精灯火焰的　外焰　加热；（4）过滤时，必须要用玻璃棒　引流　；（5）蒸发操作中，若直接蒸干，会导致　固体飞溅　；（6）手捂法检查气密性的操作中，连接好仪器后，必须先　将导管一端放入水中　，再双手紧捂试管。,49;33;35;39;51
如图是与水有关的3个实验．请回答下列问题：（1）A中烧瓶里的水只发生了　物理　变化（填“物理”或“化学”）．（2）B中试管1内气体的化学式为　H2　；B中反应的化学方程式为　2H2O2H2↑+O2↑　．（3）“直饮水”的主要生产流程为：自来水→活性炭→超滤膜→紫外线→直饮水，其中超滤膜可以让水分子通过，其它大分子污染物则被截留．从原理上说，此流程中超滤膜的作用与实验C中的　小卵石、石英砂　等材料是相同的．（4）广州亚运会开幕式向世人展示了水与广州城的历史渊源．身在广州的你，对于水的组成、结构、性质或变化还有什么疑问吗？请写出一个．　水受热会分解吗？（或其它合理答案）　．,49;104;105;108;215
通过近一年的化学学习后，我们可以用所学的化学知识解释、解决生活中许多与化学相关的问题．（1）给自来水消毒时常用漂白粉等含氯元素的物质，检查自来水中是否含Cl﹣的方法是　可以选用硝酸酸化的硝酸银溶液，如果有白色沉淀生成，则含有氯离子；如果无白色沉淀生成，则不含氯离子　（2）酸性的雨水并不都是酸雨，正常的雨水略显酸性，其原因是　CO2+H2O═H2CO3　（用化学方程式表示）．（3）铝壶用过一段时间后，会在底部形成淡黄色水垢，可用厨房中的　食醋　（填物质名称）将其除去，但用该物质除水垢不能长时间浸泡，原因是　铝是活泼金属，能与醋酸反应　．（4）柴油机在工作时由喷油嘴向气缸内喷入雾状柴油，这样做的目的是　为了使柴油与高温气体混合后，自行燃烧，对外做功．　．否则会产生有毒气体　一氧化碳　．（5）用石灰浆砌墙壁，熟石灰会逐渐和空气中的二氧化碳反应生成碳酸钙，检测墙壁中熟石灰是否反应完全了的方法是　加水溶解，滴加无色酚酞溶液，再滴加稀盐酸，观察　．,287;97;161;163;220
鉴别硫酸和盐酸最好选用（　　）A．氯化钡溶液B．硝酸银溶液C．碳酸钠溶液D．石蕊试液,288;161;183;314;287
实验室用如图所示装置的部分或全部组合后完成如下实验，请回答下列问题：（1）要证明鸡蛋壳的主要成分是碳酸盐，应将A装置和C装置连接，其中的导气管a与C装置中的导气管　d　相连，实验中观察到A中有气泡产生，同时装置C中产生　澄清的石灰水变浑浊　的现象时，就证明鸡蛋壳中含有碳酸盐．写出C中发生的化学方程式为　CO2+Ca（OH）2═CaCO3↓+H2O　．（2）若将A装置中的药品换成过氧化氢溶液和二氧化锰，产生的O2通入B装置进行干燥后用D装置收集，导管口的连接顺序应是a→b→c→　g　．（3）B装置中使用过的浓硫酸还可以稀释成稀硫酸，用作其它用途，稀释浓硫酸时，应向烧杯中倒入物质的先后顺序是　水、浓硫酸　．,289;84;215;44;58
草木灰是常用的钾肥，小明想提取出草木灰中的钾盐，并验证草木灰的主要成分，他设计了如下实验步骤．使用的仪器如图．（1）用适量的水浸泡草木灰，所用到的仪器有　a、b　．（2）过滤．所用到的仪器有　a、b、d　．（3）将滤液蒸发．所用到的仪器有　a、c、e　．（4）在得到的白色固体中加入稀盐酸，立即产生大量气泡，将此气体通入澄清的石灰水，石灰水变浑浊．由此推断，此钾盐是　K2CO3　．反应方程式为　K2CO3+2HCl＝2KCl+H2O+CO2↑　．,289;215;43;47;49
小红的化学笔记中有如下记录，其中正确的是（　　）A．向某样品中滴加稀盐酸有无色气体产生，则样品中含有碳酸根B．无色溶液中滴加酚酞试液无现象，说明溶液呈中性C．雨水的pH＝6，该雨水为酸雨D．硫酸铜溶液中滴加氢氧化钠溶液，生成蓝色沉淀，加热后变成黑色,289;159;163;169;196
水是生命之源，也是人类最宝贵的资源．用你学过的化学知识回答下列问题：（1）欲除去水中不溶性杂质，需进行过滤操作，该操作过程中玻璃棒所起的作用是　引流　．（2）硬水中含有较多可溶性钙、镁化合物，硬水会给生活和生产带来许多麻烦．区分软水和硬水常用的物质是　肥皂水　，生活中可用　加热煮沸　来降低水的硬度．（3）根据如图回答下列问题．①试管A中的气体的名称是　氢气　，写出电解水反应的符号表达式　H2OH2+O2　，该实验证明水是由　氢、氧　两种元素组成的．（4）淡水资源有限，要节约用水，你认为可采取哪些节水措施（举1例）？　洗菜水用于浇花、冲厕所等　．,47;104;110;606;215
空气是一种宝贵的资源，对人类的生产、生活有重要作用。请沿用科学家认识事物的方式认识“空气”。（1）从微观角度：用“”表示氮原子，“”表示氧原子。同温同压下，气体的体积比等于分子数目比。若空气中其他成分忽略不计，如图可表示空气微观模型的是　C　（填标号）。（2）从变化角度：工业上用分离液态空气的方法制取氧气。从微观角度解释，在空气液化过程中，主要改变的是　分子间的间隔　。因此，该变化是属于　物理　（填“物理”或“化学”）变化。（3）从环保角度：①下列哪组气体都属于空气污染物　D　（填标号）。A．氯化氢、氮气、氧气B．二氧化碳、氯化氢、氮气C．甲烷、二氧化碳、氢气D．二氧化硫、一氧化碳、二氧化氮②下列保护空气措施合理的有　AC　（填标号）。A．改变能源结构、推广清洁燃料B．工厂通过加高烟囱直接排放废气C．提倡步行、骑自行车等“低碳”出行方式（4）从定量的角度：某同学把足量蜡烛在充满空气的密闭集气瓶内燃烧至熄灭。用仪器测出瓶内氧气含量的变化如图所示，判断正确的是　BC　。A．蜡烛熄灭后瓶内只剩二氧化碳气体B．氧气浓度小于一定值时，蜡烛无法燃烧C．实验过程中既有物理变化，又有化学变化,76;318;192;73;75
某食品干燥剂为白色固体，化学兴趣小组同学欲探究其成分，进行如下实验：下列判断不正确的是（　　）A．称取0g干燥剂要用到的仪器是托盘天平B．操作I是过滤C．溶液a与溶液b可能都含有OH﹣且具有相似的性质D．该干燥剂的主要成分可能是生石灰，也可能是烧碱,20;34;47;170;183
生活中处处有化学．（1）某些食品包装袋内常有一小包物质，用来吸收氧气和水分，以防止食品腐败，常称“双吸剂”．下列物质属于双吸剂的是（填写序号）　B　A、碳粉B、铁粉C、氯化钙D、生石灰（2）铁制品表面的铁锈要及时除去，请写出用稀硫酸除去铁制品表面的铁锈的化学方程式　Fe2O3+3H2SO4═Fe2（SO4）3+3H2O　．铝制品不需要除锈，这是因为铝表面能形成　一层致密的氧化膜　，可以阻止铝进一步氧化．（3）大米、面粉的主要成分都是　淀粉　，它是人体所必需的六大营养素之一．液态的油和固态的动物油合称为油脂，对人体的作用是　在体内消化、氧化分解，释放出热量　．,20;140;151;161;257
浓度为10%的氯化钠溶液对葡萄球菌具有明显的抑制效果。如图为配制氯化钠杀菌液的过程，结合图表信息，有关分析正确的一项是（　　）NaCl在不同温度时的溶解度温度温度/℃010203040608090100NaCl溶解度/g8A．图1中搅拌可增大氯化钠的溶解度B．图2中溶液为20℃氯化钠的不饱和溶液C．图2中溶液对葡萄球菌有明显的杀菌效果D．从氯化钠溶液中得到氯化钠均可采用降温结晶的方法,45;48;121;125
化学来源于生活，并为生活服务。请回答下列问题：（1）如图装置常用于实验室电解水，与电源正极相连的玻璃管中收集的气体是　氧气　；此实验可以证明水是由　氧元素和氢元素　组成的。（2）为了防止水的污染，下列做法有利于保护水资源的是（填编号）：　②④　。①抑制水中所有动、植物的生长②不任意排放工业废水③大量使用化肥农药④生活污水经过净化处理后再排放（3）交警通过酒精检测仪显示的颜色变化，可快速检测出司机是否酒后驾车，其反应原理为：2CrO3（红色）+3C2H5OH+3H2SO4═Cr2（SO4）3（绿色）+3CH3CHOH+6X，该反应中X的化学式为　H2O　。（4）用溶质质量分数为98%、密度为84克/毫升的浓硫酸配制溶质质量分数为10%的稀硫酸100毫升，计算时必须查阅的数据是　溶质质量分数为10%的稀硫酸的密度　。配制过程除使用量筒、玻璃棒和胶头滴管外，还需要的一种玻璃仪器是　烧杯　，在用量筒量取的过程中，俯视读数，这样配制得到的溶液溶质质量分数会　无法判断　（填“偏大”、“偏小”、“无影响”或“无法判断”）。,45;104;606;211
水是一种宝贵的资源，根据所学知识回答下列问题。（1）如图为电解水实验，b管连接的是电源的　负　极，该实验可证明水由　氢元素和氧元素　组成。（2）生活中，饮用硬度过大的水不利于人体健康，因此常采用　煮沸　的方法降低水的硬度。家用净水器的滤芯常采用活性炭，这是因为活性具有　吸附　性；高铁酸钾（K2FeO4）是一种新型、高效的多功能水处理剂，它在受热时发生的反应为4K2FeO42Fe2O3+4X+3O2↑，则X的化学式为　K2O　。（3）请举出一例生活中节约用水的具体措施　洗菜的水用来浇花或洗衣水用来拖地（合理即可）　。（4）农业上配制16%的氯化钠溶液用于选种，在量取水时若俯视量筒读数，会导致所配溶液的溶质质量分数　偏大　（填“偏大”、“偏小”或“不变”）。,45;104;110;606
水和双氧水在生活中都有重要的用途。（1）水是人体必需的营养素。①净水方法中，常用　活性炭　吸附水的异味，常用　煮沸　方法将硬水变为软水。②日常生活中必须爱护水资源，写出保护水资源的一种措施：　生活污水集中处理达标后排放　。（2）双氧水常用作消毒剂。①双氧水需阴凉避光保存，用化学方程式解释其原因：　2H2O22H2O+O2↑　。②双氧水溶液的溶剂是　水　。③配制100g6%的双氧水，需要30%的双氧水的质量是　20　g。用量筒量取30%的双氧水时，仰视读数，会造成所配制溶液的浓度　偏大　（选填“偏大”“偏小”或“不变”）。（3）水与过氧化氢性质不同的本质原因是　分子构成不同　。,45;110;606;325
下列有关实验的说法不正确的是（　　）A．用过氧化氢制取氧气的实验中可以用硫酸铜溶液替代二氧化锰作催化剂B．在探究铁钉锈蚀条件的实验中用经煮沸迅速冷却的蒸馏水可以排除水中溶解的氧气C．在配制一定质量分数的氯化钠溶液的实验中用量筒取水时，若俯视读数会导致配制的溶液溶质的质量分数偏小D．用棉花分别蘸酒精和水放到酒精灯火焰上加热片刻可探究燃烧的条件之一：燃烧需要可燃物,45;90;151;219
2022年初春，吉林省部分地区发生了突如其来的新冠肺炎疫情，在医务人员、志愿者的持续奋战和广大群众共同参与下战胜了疫情，下表是消杀新冠肺炎病毒常用的消毒剂。消毒剂名称有效成分使用浓度使用方法以及注意事项“84”消毒液次氯酸钠（NaClO）2%﹣5%物体表面喷雾。避光、戴口罩、戴防护手套。阴凉、通风处保存。过氧乙酸消毒液过氧乙酸（C2H4O3）3%﹣5%衣物、玩具等浸泡。戴口罩、戴橡胶手套，在阴凉处保存。医用酒精消毒液酒精（C2H5OH）70%﹣75%物体表面擦拭。喷雾法酒精浓度过低，消毒效果差；空气中酒精蒸气体积分数达到3%，遇明火会发生空气爆燃危险（1）表格中的三种消毒剂都属于　混合物　（选填“混合物”或“纯净物”）。（2）次氯酸钠（NaClO）中钠元素显+1价，氧元素显﹣2价，氯元素显示的化合价为　+1　。（3）实验室欲用20%的过氧乙酸溶液，配制5%的过氧乙酸溶液，需要用到的玻璃仪器有：烧杯、玻璃棒、胶头滴管、细口瓶和　量筒　。（4）医用酒精消毒液给物体表面消毒，宜采用的方法是　擦拭法　（选填“擦拭法”或“喷雾法”）。,45;305;311;345
下列实验操作中，正确的是（　　）A．仪器连接B．滴加液体C．加入药品D．倾倒液体,50;604;39;40
化学是一门以实验为基础的学科，化学实验是化学学习的重要内容．根据你掌握的知识判断，下列实验操作的描述中，正确的是　ACF　．（填写序号）A．连结仪器时，橡胶塞沾水后旋进试管口B．用滴管滴加液体时，滴管下端要紧贴试管内壁C．洗净后的试管，放置晾干的正确方法是管口向下，并倒扣在试管架上D．为了准确地把液体滴入试管，滴管可以伸入试管口E．用100mL的量筒取10mL的液体F．向试管内倾倒液体时，试剂瓶口紧挨试管口．,50;52;33;40
下列化学实验基本操作中正确的是（　　）A．读取液体体积B．取液C．用橡胶塞塞住试管D．倾倒液体,50;33;604;40
规范的实验操作是完成化学实验任务的基础。以下基本实验操作正确的是（　　）A．点燃镁条B．加入锌粒C．添加酒精D．连接仪器,50;35;36;39
重视实验安全和规范实验操作是保证实验成功的关键。（1）固体药品应该保存在　广口瓶　中（填仪器名称）。（2）应该严格按照实验规定的用量取用药品，如果没有说明用量，一般应该按最少量取用，如液体取用　1～2　毫升。（3）洒在桌上的酒精燃烧起来了，可立刻用　湿抹布　扑灭。（4）实验室用剩的药品，要放在　指定的容器内　。（5）把玻璃管插入橡皮塞的孔里，应先将玻璃管口　用水润湿　。,50;35;39;40
规范的实验操作是保证实验成败的关键。下列实验操作正确的是（　　）A．滴加溶液B．倾倒液体C．读取液体体积D．塞紧橡胶塞,50;33;604;40
下列实验操作中，正确的是（　　）A．称量一定量固体B．塞橡胶塞C．倾倒液体药品D．滴加液体并反应A．AB．BC．CD．D,50;34;604;40
正确的实验操作是实验成功的保证。下列实验操作正确的是（　　）A．滴加液体B．塞紧橡胶塞C．量取液体D．熄灭酒精灯,50;33;35;40
规范的操作方法是实验安全和成功的重要保证。下列实验操作正确的是（　　）A．取少量固体粉末B．连接仪器C．点燃酒精灯D．量取液体,50;33;35;39
下列实验操作正确的是（　　）A．连接仪器B．干燥氨气C．蒸发食盐水D．称量氢氧化钠固体,50;59;49;34
化学是一门以实验为基础的科学，正确的实验操作对人身安全和实验结果都非常重要。下列操作正确的是（　　）A．量取液体B．点燃酒精灯C．液体的倾倒D．连接仪器,50;33;35;40
正确的实验操作是实验成功的保证，下列实验操作错误的是（　　）A．滴加液体B．读液体体积C．仪器的连接D．熄灭酒精灯,50;33;35;604
下列所示操作正确的是（　　）A．给固体加热B．塞紧橡皮塞C．滴管用后不洗涤直接插回原瓶D．称量氢氧化钠,50;34;40;41
正确的实验操作是实验成功的重要保证。下列实验操作中正确的是（　　）A．取用固体药品B．取用液体药品C．塞紧橡皮塞D．熄灭酒精灯,50;35;39;40
分析图，回答问题．（1）图一两种组装仪器的操作中正确的是　A　（填序号）．（2）图二C装置试管口塞一团棉花的目的是　防止高锰酸钾随气流进入导气管　，反应的表达式是　2KMnO4K2MnO4+MnO2+O2↑　；反应的基本类型是　分解反应　，D装置中的现象是：剧烈燃烧，　火星四射　，放出热量，反应的表达式为　3Fe+2O2Fe3O4　．D装置中放少量水的目的是　防止生成物熔化溅落下来炸裂集气瓶　．,50;79;87;215
如图为常见的实验装置（用途不一），根据下列要求回答问题，装置可重复使用。提示：H2+CuOCu+H2O，无水硫酸铜遇水由白色变为蓝色。（1）将含有水蒸气的氢气干燥后还原氧化铜，则该气体先要通过装置　B　（填序号，下同）。（2）如果要验证混合气体由HCO组成，则需要连接的仪器顺序为　CBEAD　。（3）如果要验证混合气体由CO、CO2组成，则需要连接的仪器顺序为　DCDED　。（4）如果要验证混合气体由HH2O组成，则需要连接的仪器顺序为　ABEA　。（5）如果要验证混合气体由COCO、H2组成，则需要连接的仪器顺序为　DCDBEAD　。,50;57;59;608
规范的实验操作是实验成功的前提。请回答：①在连接仪器时，把玻璃导管较容易地插入单孔橡皮塞的措施是　把玻璃管一端湿润　②量取7mL稀硫酸，应选用　10mL　的量筒和　胶头滴管　。③胶头滴管用过后应　立即洗净　，再去吸取其他药品。④实验装置气密性有如下方法：将导管口放入　水　中，用手握住试管，若导管口　气泡冒出　，则气密性良好。,50;51;33;40
下列图示的实验操作中不正确的是（　　）A．称取氢氧化钠固体B．点燃酒精灯C．加热液体D．连接仪器,50;34;35;42
下列实验操作正确的是（　　）A．倾倒液体药品B．塞紧橡皮塞C．装入固体粉末D．加热液体,50;39;40;42
人教版新课标化学教材九年级上册“分解过氧化氢制氧气的反应中二氧化锰的催化作用”，以及“寻找新的催化剂”研究性实验，引起了化学探究小组的兴趣．【提出问题】氧化铁能否作过氧化氢溶液分解的催化剂？如果能，其催化效果如何？【实验探究】实验步骤实验现象Ⅰ．分别量取5mL5%过氧化氢溶液放入A、B两支试管中，向A试管中加入ag氧化铁（Fe2O3）粉末，并分别在A、B两支试管中插入带火星木条，观察现象．A试管中产生气泡，带火星木条复燃，B试管中无明显现象Ⅱ．待A试管中没有现象发生时，重新加入过氧化氢溶液，并把带火星的木条伸入试管，如此反复多次试验，观察现象．试管中均产生气泡，带火星木条均复燃Ⅲ．将实验Ⅱ中的剩余物进行分离，并将所得氧化铁粉末进行洗涤、干燥、称量，所得固体质量仍为ag．/IV分别量取5mL5%过氧化氢溶液放入C、D两支试管中，向C试管中加入ag氧化铁粉末，向D试管中加入ag二氧化锰粉末，观察现象．/（1）在第Ⅲ步中，要使剩余物分离必须进行的操作是　过滤　，必须用到的仪器有铁架台、玻璃棒、烧杯和　漏斗　，玻璃棒的作用是　引流　．（2）在第IV步实验中，可以用点滴板（如图所示）代替试管C、D完成，改进后的优点是　节约药品　．【实验结论】（1）实验Ⅱ和Ⅲ分别可以证明：氧化铁的　质量　和　化学性质　在反应前后均没有发生变化，可以作过氧化氢分解的催化剂；【实验评价】（1）实验设计IV的目的是　比较二氧化锰和氧化铁对过氧化氢溶液分解的催化效果　；（2）若实验IV观察到D试管中产生气泡的速率更快，由此你可以得到的结论是　二氧化锰的催化效果比氧化铁好　．【知识拓展】（1）查阅资料得知，CuO、CuSO猪肝、马铃薯等也可以做过氧化氢溶液分解的催化剂．下列有关催化剂的说法中正确的是　B　．A．催化剂只加快化学反应速率B、同一个化学反应可以有多种催化剂C．MnO2只能作过氧化氢溶液分解的催化剂D、用作催化剂的物质不可能是其他反应的反应物或生成物（2）马铃薯长期放置后会发芽，发芽马铃薯中含有一种致毒成分茄碱（C45H73O15N），又称马铃薯毒素，是一种弱碱性的甙生物碱，又名龙葵甙，大量食用未成熟或发芽马铃薯可引起急性中毒．①茄碱的相对分子质量为　867　；②5g茄碱中含有　270　g碳元素．,90;347;350;47
推理是一种重要的学习方法，下列推理中正确的是（　　）A．物质与氧气发生的反应属于氧化反应，所以氧化反应就是指物质与氧气发生的反应B．化学变化中常伴随发光放热等现象，但发光放热时不一定发生了化学变化C．二氧化锰在氯酸钾分解反应中作催化剂，所以二氧化锰可作一切化学反应的催化剂D．常温下稀有气体化学性质很不活泼，所以稀有气体不与任何物质反应,90;190;203;91
现有三个常见化学术语：①蒸馏、②催化、③氧化，将上述各化学术语填写在与下列做法有联系的空格中（只需填序号）（1）在双氧水中加入二氧化锰　②　；（2）用蒸馏法淡化海水　①　；（3）将铝粉涂在铁制暖气片上防锈　③　．,90;140;151;49
归纳总结是学习化学的重要方法，小宇对近期所学知识进行了如下归纳，其中不合理的是（　　）A．化学变化中一定有新物质生成B．实验室制取氧气都需使用催化剂C．氧气浓度越大，物质燃烧越剧烈D．物质的用途主要由其性质决定,90;190;79;80
如图所示装置在化学实验中常用于洗气、储气、收集气体等．①收集H2；②收集CO2；③干燥O2（瓶内装浓H2SO4）；④测量生成CO的体积（瓶内装水，并配置量筒等）．其中可行的是（　　）A．①②③④B．只有②③④C．只有①②③D．只有①③④,37;38;56;59
用如图装置进行实验，能达到实验目的的是（　　）A．干燥CO2B．监控O2流速C．验证CO2性质D．收集O2,37;59;85;97
过氧化氢（H2O2）俗称双氧水，常温下是一种无色液体，某化学兴趣小组利用实验室提供的常用仪器进行O2的实验室制法的探究．（1）他们发现在土豆块的催化作用下，过氧化氢能迅速放出氧气．写出该反应的化学方程式　2H2O22H2O+O2↑　，并指出该反应属于　分解　反应类型．（2）他们做了不同浓度的过氧化氢溶液在MnO2作用下制取氧气的实验，记录情况如下：过氧化氢溶液的浓度（%）反应情况30反应速度快，产生气体量多，MnO2从导管中喷出15与30%的相同10反应速度快，产生气体量多，导管中均匀连续有气泡产生5与10%的相同2反应速度慢请你帮助他们分析，在实验室用过氧化氢溶液在MnO2作用下制取氧气，过氧化氢溶液的浓度的适宜范围是　B　（填序号）．A、15%～30%B、5%～10%C、5%～30%D、2%～10%（3）该兴趣小组要探究Fe2O3能否像MnO2一样，在过氧化氢分解时起催化作用，由此他们设计下列对比实验和后续操作：实验序号过氧化氢溶液催化剂温度氧气体积待测数据150mL10%8gMnO2常温100mL250mL10%8gFe2O3常温100mL①表格中待测的数据是　时间　．②如果连续进行三次试验，结果实验1的待测数据都小于实验2的待测数据，则表明　MnO2　对过氧化氢分解的催化效果更好．③为了使这个实验具有对比性，在进行实验操作中应该关注哪些方面的因素？　要注意实验的控制变量，以确保实验结果的准确性　．,9;90;208;215
据央视报道：2013年6月10日上午我国自行研制的“蛟龙”号潜艇，承载14位科学家再次深海科学考察．潜水艇中可用过氧化钠Na2O2作供氧剂，净化室内空气．为探究其反应原理，某学习小组学生在老师指导下，进行了如下探究实验，请你参与并回答下列问题：【查阅资料】过氧化钠常温下能与水反应生成氢氧化钠和氧气，与二氧化碳反应生成碳酸钠和氧气．（1）请写出过氧化钠与水反应的化学方程式　2Na2O2+2H2O═4NaOH+O2↑　．【实验设计】为探究二氧化碳与过氧化钠的反应，并验证反应产物．选用如图仪器和如图实验装置．（2）用图甲做二氧化碳的发生装置，仪器X的名称分别为　分液漏斗　．（3）为了体现CO2与过氧化钠反应，且E中只收集到氧气一种气体，请选用适当的实验装置，填写装置导气管的连接顺序是a→　c→b→d→e→g→f→i→h　，浓硫酸的作用是　除去二氧化碳中的水蒸气　．【实验验证】（4）用　带火星的木条放在h管口，若发现木条复燃　，证明装置E中收集的气体是氧气．【实验反思】（5）若制备的气体是氧气，Y是黑色粉末，则甲中发生反应的化学方程式为　2H2O22H2O+O2↑　．若用装满水的E装置收集氧气，A端应与　h　（填“h”或“i”）端相连．（6）在实验室中通常用加热固体氯化铵和氢氧化钙的混合物来制取氨气．试回答下列问题：实验室制取氨气可以选用的发生装置为　A　，实验室只能用向下排空气法收集氨气，由此可推测氨气具有的性质是　氨气密度小于空气的密度且易溶于水　．,9;58;86;215
小明同学发现往水中投放过氧化钙后产生气泡．提出问题：产生的气体是什么呢？猜想假设：小明同学与本组同学讨论后认为可能是　氧气　．设计实验：为研究反应后生成何种气体，小明使用如图甲所示的装置进行实验，打开装置中分液漏斗的活塞，控制滴加水的速度，观察到管内有气泡产生，用带火星的木条靠近气体出口处，木条复燃，说明生成的气体是　氧气　，假设成立．由此可知运输鱼苗时，在水中加入过氧化钙的主要目的是　增加水中的氧气含量，供鱼苗呼吸　．实验反思：根据质量守恒定律，小明认为过氧化钙与过量水反应，还会生成某种含有钙元素的生成物．开始小明假设该生成物为氧化钙，但通过思考：氧化钙能与水反应，生成氢氧化钙．他很快否定了原先的假设，并重新假设生成的含钙化合物为氢氧化钙．（1）请写出氧化钙与水反应生成氢氧化钙的化学方程式　CaO+H2O═Ca（OH）2　，该反应的基本类型是　化合反应　．（2）请设计一个实验方案来验证小明的新假设，并填入下表空格中：实验步骤实验现象结论　产生白色沉淀（或溶液变浑浊）　过氧化钙与水反应，有氢氧化钙生成．则该实验涉及的化学反应方程式为　Ca（OH）2+CO2═CaCO3↓+H2O　．,9;86;208;215
兴趣小组同学对氯酸钾制氧气进行了探究：【实验与记录】实验一：不同催化剂对反应速率的影响小组同学将1g氯酸钾和25g催化剂混合均匀后放入试管加热，测得数据如下表：实验序号1234催化剂种类二氧化锰氧化铜四氧化铁氧化铁所用的时间/s85503028实验二：探究氯酸钾与二氧化锰的最佳比例小组同学取1g氯酸钾与一定量二氧化锰按一定比例混合均匀后，放入试管加热，测得数据如下表：二氧化锰与氯酸钾的质量比1：401：201：101：51：31：22：31：12：1所用的时间/s51524【分析与结论】（1）分析实验一，氯酸钾分解速率与　催化剂的种类　有关，在相同条件下，　氧化铁　催化效果最好．（2）由实验二可知，二氧化锰与氯酸钾的质量比为　1：10　时，反应速率最快．（3）二氧化锰的用量过少时产生氧气的速率很慢，原因是：　催化剂量小，催化效果慢　（4）二氧化锰的用量过多时冲淡了氯酸钾粉末，相当于减少反应物的　接触面积　，所以反应速率受到影响．（5）通过分析可知，在化学反应中催化剂的用量　不是　（填“是”或“不是”）越多越好．【反思与评价】某学校化学兴趣小组在研究“带火星木条复燃与氧气体积分数的关系”的课题中，采取了以下实验步骤：①取5只250mL集气瓶，分别装入25mL、50mL、75mL、100mL、125mL的水，并用毛玻璃片盖住，依次编号为5；②用分解过氧化氢（H2O2）的方法制取氧气，用制取的氧气通过排水法将上述1～5号瓶中的水排去；③将带火星的木条依次插入1～5号瓶中，把观察到现象和计算数据，填入下表．集气瓶标号12345集气瓶中氧气的体积分数9%8%7%6%5%带火星木条的状况微亮亮很亮复燃复燃试回答下列问题：①实验室中采用分解过氧化氢（H2O2）的方法制取氧气，可采用的发生装置是（填标号）　B　，理由是　如果用双氧水和二氧化锰制氧气就不需要加热　．其反应的文字表达式是　过氧化氢水+氧气　，该反应所属的基本反应类型是　分解反应　．②根据以上实验事实，下列说法中正确的是　B　（填写相应的标号）．A．只有在纯氧中才能使带火星的木条复燃B．集气瓶中氧气的体积分数≥6%时，带火星的木条就能复燃C．只要有氧气存在就可使带火星的木条复燃③上述实验表明：物质燃烧的程度与氧气的浓度有关，氧气浓度越大，燃烧越剧烈．请你再举一例，将实验内容和实验现象填写在下表中：实验内容实验现象实验结论　铁丝在纯氧中燃烧，在空气中不燃烧　　剧烈燃烧、火星四射、放出热量、生成黑色固体　氧气浓度越大，燃烧越剧烈,9;90;208;215
